record_id,vendor_id,project_id,contract_id,metric_type,prediction_date,forecast_date,prediction_horizon,historical_period_months,predicted_score,confidence_level,risk_probability,risk_category,on_time_delivery_prob,quality_compliance_prob,cost_overrun_prob,model_name,model_accuracy,top_features,recommendation,actual_outcome,prediction_accuracy,data_quality_score,num_data_points,last_updated
PRED00203,VEN01047,PROJ01488,CONT00595,Payment Prediction,2026-01-07,2026-07-06,6 Months,6,52.46,79.04,0.4814,Medium,0.8745,0.656,0.159,Random Forest Classifier,0.7409,"Delivery Record, Contract Value, Seasonal Factors, Market Conditions, Past Performance",Review mitigation plan,Slightly Worse,0.628,0.8619,2909,2026-01-07 04:24:47
PRED00204,VEN00935,PROJ00246,CONT01522,Budget Forecast,2026-01-07,2027-01-07,12 Months,24,86.88,81.02,0.0656,Very Low,0.6063,0.8003,0.0656,Logistic Regression,0.8625,"Team Experience, Vendor Rating, Market Conditions, Payment History, Project Complexity",No action required,,,0.8492,3531,2025-12-31 04:24:47
PRED00205,VEN01607,PROJ00021,,Vendor Performance,2026-01-07,2026-07-06,6 Months,36,93.85,67.41,0.0615,Very Low,0.6105,0.725,0.324,Neural Network,0.77,"Resource Availability, Quality Score, Payment History, Contract Value, Seasonal Factors",Standard monitoring,Slightly Worse,0.841,0.9479,3892,2026-01-06 04:24:47
PRED00206,VEN01406,PROJ01917,CONT00606,Delivery Prediction,2026-01-07,2026-04-07,3 Months,3,86.27,75.99,0.2841,Low,0.6046,0.8068,0.0988,Gradient Boosting,0.8582,"Past Performance, Quality Score, Seasonal Factors, Delivery Record, Payment History",Standard monitoring,,,0.8225,2133,2026-01-05 04:24:47
PRED00207,VEN01662,PROJ00285,CONT00417,Payment Prediction,2026-01-07,2026-02-06,1 Month,3,90.07,81.42,0.3827,Low,0.8821,0.7231,0.101,XGBoost,0.7456,"Technology Used, Quality Score, Payment History, Resource Availability, Past Performance",Continue as planned,Better than Expected,0.8508,0.818,4080,2026-01-07 04:24:47
PRED00208,VEN01607,PROJ00343,,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,56.44,78.44,0.2178,Low,0.7975,0.7471,0.2178,LSTM,0.7405,"Quality Score, Vendor Rating, Team Experience, Market Conditions, Past Performance",No action required,,,0.963,4078,2026-01-02 04:24:47
PRED00209,VEN00545,PROJ00198,CONT00920,Vendor Performance,2026-01-07,2026-07-06,6 Months,36,54.75,69.94,0.4525,Medium,0.6398,0.712,0.1215,Ensemble Model,0.9065,"Technology Used, Quality Score, Seasonal Factors, Contract Value, Past Performance",Preventive action,Better than Expected,0.9347,0.9744,3605,2026-01-06 04:24:47
PRED00210,VEN00280,PROJ01601,CONT00784,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,80.28,86.41,0.6,Medium,0.7128,0.7798,0.3821,Logistic Regression,0.7573,"Past Performance, Market Conditions, Payment History, Delivery Record, Technology Used",Regular monitoring,,,0.9797,2554,2026-01-04 04:24:47
PRED00211,VEN01627,PROJ01977,CONT01157,Budget Forecast,2026-01-07,2026-07-06,6 Months,24,58.2,89.97,0.209,Low,0.7737,0.7427,0.209,Logistic Regression,0.7464,"Vendor Rating, Market Conditions, Delivery Record, Seasonal Factors, Contract Value",Standard monitoring,,,0.9055,1304,2026-01-02 04:24:47
PRED00212,VEN01400,PROJ00023,,Payment Prediction,2026-01-07,2026-07-06,6 Months,36,54.95,84.78,0.1611,Very Low,0.8518,0.8717,0.2758,Ensemble Model,0.7968,"Market Conditions, Project Complexity, Seasonal Factors, Past Performance, Delivery Record",Continue as planned,,,0.8496,1846,2026-01-07 04:24:47
PRED00213,VEN01504,PROJ00461,CONT00465,Quality Prediction,2026-01-07,2026-02-06,1 Month,3,80.98,82.02,0.332,Low,0.7206,0.6898,0.3348,Random Forest Classifier,0.848,"Team Experience, Contract Value, Past Performance, Delivery Record, Seasonal Factors",Standard monitoring,Slightly Worse,0.7145,0.8884,4023,2026-01-03 04:24:47
PRED00214,VEN01990,PROJ00628,CONT01448,Quality Prediction,2026-01-07,2026-02-06,1 Month,24,74.83,89.74,0.1582,Very Low,0.6928,0.7928,0.3754,Logistic Regression,0.7656,"Team Experience, Payment History, Project Complexity, Contract Value, Delivery Record",No action required,Better than Expected,0.9144,0.8899,4960,2025-12-31 04:24:47
PRED00215,VEN01280,,CONT01510,Payment Prediction,2026-01-07,2026-04-07,3 Months,6,80.07,72.81,0.5816,Medium,0.8843,0.7869,0.0959,LSTM,0.9096,"Seasonal Factors, Contract Value, Technology Used, Past Performance, Delivery Record",Review mitigation plan,,,0.8239,944,2026-01-03 04:24:47
PRED00216,VEN00129,PROJ00632,,Compliance Risk,2026-01-07,2027-01-07,12 Months,36,77.38,73.07,0.5747,Medium,0.8341,0.7743,0.3799,XGBoost,0.7389,"Team Experience, Quality Score, Past Performance, Delivery Record, Contract Value",Regular monitoring,,,0.7517,2245,2026-01-05 04:24:47
PRED00217,VEN01773,,CONT00905,Quality Prediction,2026-01-07,2026-04-07,3 Months,24,60.47,69.0,0.2089,Low,0.6226,0.9287,0.1513,Random Forest Classifier,0.7615,"Team Experience, Resource Availability, Contract Value, Quality Score, Vendor Rating",Standard monitoring,,,0.775,2400,2025-12-31 04:24:47
PRED00218,VEN00782,PROJ00350,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,24,61.9,85.94,0.1411,Very Low,0.7178,0.8525,0.3932,Neural Network,0.7466,"Delivery Record, Technology Used, Quality Score, Payment History, Resource Availability",Continue as planned,,,0.7725,3297,2026-01-02 04:24:47
PRED00219,VEN01214,,CONT00970,Vendor Performance,2026-01-07,2026-02-06,1 Month,36,87.75,80.68,0.1225,Very Low,0.8115,0.7238,0.118,Random Forest Classifier,0.7856,"Team Experience, Delivery Record, Resource Availability, Market Conditions, Contract Value",Standard monitoring,,,0.8497,4302,2026-01-07 04:24:47
PRED00220,VEN01823,PROJ01934,,Contract Risk,2026-01-07,2026-02-06,1 Month,6,67.5,88.96,0.325,Low,0.8226,0.6554,0.3634,Gradient Boosting,0.8151,"Resource Availability, Project Complexity, Payment History, Quality Score, Past Performance",No action required,,,0.9257,3604,2026-01-04 04:24:47
PRED00221,VEN00161,,,Contract Risk,2026-01-07,2026-02-06,1 Month,6,53.89,72.67,0.4611,Medium,0.5607,0.8214,0.36,Random Forest Classifier,0.7872,"Past Performance, Team Experience, Project Complexity, Technology Used, Seasonal Factors",Stakeholder communication,,,0.9005,3341,2026-01-03 04:24:47
PRED00222,VEN01004,PROJ01190,,Compliance Risk,2026-01-07,2026-04-07,3 Months,36,79.0,76.96,0.5049,Medium,0.661,0.7155,0.3494,LSTM,0.7489,"Technology Used, Vendor Rating, Resource Availability, Market Conditions, Contract Value",Regular monitoring,,,0.9566,4798,2026-01-05 04:24:47
PRED00223,VEN00748,PROJ01096,,Budget Forecast,2026-01-07,2026-02-06,1 Month,6,92.17,76.08,0.0391,Very Low,0.6154,0.7596,0.0391,XGBoost,0.7884,"Technology Used, Resource Availability, Market Conditions, Team Experience, Quality Score",Continue as planned,,,0.8634,4947,2026-01-07 04:24:47
PRED00224,VEN00967,,CONT01405,Quality Prediction,2026-01-07,2026-02-06,1 Month,3,64.22,68.67,0.3938,Low,0.7252,0.8004,0.1442,XGBoost,0.8672,"Resource Availability, Seasonal Factors, Project Complexity, Market Conditions, Delivery Record",No action required,,,0.9666,524,2026-01-05 04:24:47
PRED00225,VEN01978,PROJ00377,CONT01324,Contract Risk,2026-01-07,2026-07-06,6 Months,24,44.23,75.0,0.5577,Medium,0.6267,0.8483,0.3109,XGBoost,0.8804,"Project Complexity, Vendor Rating, Past Performance, Resource Availability, Team Experience",Stakeholder communication,Better than Expected,0.8629,0.9062,2840,2026-01-01 04:24:47
PRED00226,VEN01638,PROJ01703,CONT01542,Budget Forecast,2026-01-07,2026-04-07,3 Months,3,62.77,81.61,0.1862,Very Low,0.7658,0.7161,0.1862,XGBoost,0.7815,"Resource Availability, Past Performance, Contract Value, Payment History, Seasonal Factors",Continue as planned,,,0.9789,2141,2026-01-03 04:24:47
PRED00227,VEN00897,,CONT01770,Budget Forecast,2026-01-07,2026-02-06,1 Month,36,94.11,82.14,0.0295,Very Low,0.6855,0.8116,0.0,XGBoost,0.7925,"Vendor Rating, Project Complexity, Resource Availability, Market Conditions, Quality Score",No action required,,,0.9631,1114,2025-12-31 04:24:47
PRED00228,VEN00941,PROJ00052,CONT01996,Schedule Forecast,2026-01-07,2026-07-06,6 Months,3,43.09,77.34,0.2108,Low,0.5784,0.8036,0.3329,Logistic Regression,0.7991,"Resource Availability, Payment History, Contract Value, Quality Score, Team Experience",No action required,,,0.9542,3365,2026-01-04 04:24:47
PRED00229,VEN01384,,CONT01706,Delivery Prediction,2026-01-07,2027-01-07,12 Months,3,88.06,79.16,0.2768,Low,0.7028,0.7768,0.3444,XGBoost,0.7997,"Vendor Rating, Seasonal Factors, Payment History, Delivery Record, Project Complexity",Standard monitoring,,,0.9738,4252,2026-01-04 04:24:47
PRED00230,VEN00901,,CONT01159,Budget Forecast,2026-01-07,2026-04-07,3 Months,36,57.93,81.41,0.2103,Low,0.6846,0.7672,0.2103,Neural Network,0.721,"Delivery Record, Quality Score, Resource Availability, Past Performance, Vendor Rating",Continue as planned,Slightly Worse,0.6433,0.8266,4864,2026-01-06 04:24:47
PRED00231,VEN01871,PROJ00223,CONT01972,Schedule Forecast,2026-01-07,2027-01-07,12 Months,24,99.06,72.91,0.0035,Very Low,0.9931,0.7288,0.1891,Ensemble Model,0.8317,"Technology Used, Past Performance, Payment History, Project Complexity, Resource Availability",Standard monitoring,,,0.7861,4546,2026-01-07 04:24:47
PRED00232,VEN01050,PROJ00653,CONT00247,Vendor Performance,2026-01-07,2027-01-07,12 Months,3,73.81,82.81,0.2619,Low,0.9213,0.651,0.2236,LSTM,0.8842,"Project Complexity, Seasonal Factors, Technology Used, Contract Value, Team Experience",Continue as planned,,,0.7574,3908,2026-01-02 04:24:47
PRED00233,VEN01205,,CONT00088,Contract Risk,2026-01-07,2027-01-07,12 Months,12,54.14,77.3,0.4586,Medium,0.6899,0.7564,0.2061,Gradient Boosting,0.8422,"Past Performance, Team Experience, Resource Availability, Technology Used, Delivery Record",Review mitigation plan,,,0.9545,2626,2025-12-31 04:24:47
PRED00234,VEN00431,PROJ01282,CONT01717,Quality Prediction,2026-01-07,2026-02-06,1 Month,3,74.03,68.15,0.1143,Very Low,0.7295,0.7563,0.1231,Ensemble Model,0.8683,"Contract Value, Team Experience, Delivery Record, Project Complexity, Technology Used",Standard monitoring,,,0.7548,1397,2026-01-03 04:24:47
PRED00235,VEN00598,PROJ00772,CONT01439,Contract Risk,2026-01-07,2026-02-06,1 Month,12,72.97,85.18,0.2703,Low,0.8584,0.8451,0.5334,Logistic Regression,0.7922,"Delivery Record, Technology Used, Payment History, Quality Score, Past Performance",Standard monitoring,,,0.8117,1529,2026-01-01 04:24:47
PRED00236,VEN00044,PROJ00483,CONT01120,Budget Forecast,2026-01-07,2026-07-06,6 Months,36,70.69,91.19,0.1466,Very Low,0.7765,0.7943,0.1466,Random Forest Classifier,0.8403,"Technology Used, Team Experience, Contract Value, Market Conditions, Resource Availability",Standard monitoring,,,0.7583,934,2026-01-03 04:24:47
PRED00237,VEN01310,,CONT00457,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,64.01,71.04,0.4716,Medium,0.6363,0.8079,0.1692,Logistic Regression,0.8547,"Vendor Rating, Technology Used, Seasonal Factors, Project Complexity, Past Performance",Stakeholder communication,,,0.9671,624,2026-01-05 04:24:47
PRED00238,VEN00174,PROJ00563,CONT01461,Delivery Prediction,2026-01-07,2026-07-06,6 Months,24,75.48,81.12,0.5598,Medium,0.7426,0.7459,0.2233,Ensemble Model,0.9076,"Market Conditions, Resource Availability, Vendor Rating, Project Complexity, Past Performance",Review mitigation plan,,,0.9665,2904,2025-12-31 04:24:47
PRED00239,VEN01769,PROJ00406,CONT00151,Delivery Prediction,2026-01-07,2026-02-06,1 Month,3,61.96,73.2,0.3428,Low,0.745,0.7563,0.26,Neural Network,0.897,"Team Experience, Technology Used, Project Complexity, Vendor Rating, Market Conditions",Standard monitoring,Better than Expected,0.9123,0.8576,4877,2026-01-01 04:24:47
PRED00240,VEN00966,PROJ01597,CONT00243,Budget Forecast,2026-01-07,2026-02-06,1 Month,36,98.6,79.49,0.007,Very Low,0.6072,0.7408,0.007,LSTM,0.8574,"Technology Used, Payment History, Team Experience, Project Complexity, Vendor Rating",Standard monitoring,Better than Expected,0.9025,0.8141,1041,2026-01-04 04:24:47
PRED00241,VEN01383,PROJ00998,,Payment Prediction,2026-01-07,2027-01-07,12 Months,36,86.61,79.43,0.3395,Low,0.7272,0.8082,0.1091,Neural Network,0.7469,"Technology Used, Project Complexity, Delivery Record, Past Performance, Payment History",No action required,,,0.8147,2434,2026-01-03 04:24:47
PRED00242,VEN00956,,CONT00928,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,99.09,87.35,0.0046,Very Low,0.7441,0.803,0.0,Random Forest Classifier,0.8523,"Payment History, Resource Availability, Vendor Rating, Market Conditions, Team Experience",Standard monitoring,Better than Expected,0.8913,0.7708,2062,2026-01-06 04:24:47
PRED00243,VEN01908,,CONT00490,Compliance Risk,2026-01-07,2026-04-07,3 Months,36,89.51,68.68,0.2571,Low,0.757,0.8175,0.335,LSTM,0.9189,"Market Conditions, Team Experience, Delivery Record, Technology Used, Resource Availability",Standard monitoring,,,0.9548,3897,2026-01-02 04:24:47
PRED00244,VEN00061,,CONT01377,Schedule Forecast,2026-01-07,2026-04-07,3 Months,12,78.21,87.07,0.0807,Very Low,0.8386,0.8761,0.4721,Logistic Regression,0.8722,"Payment History, Team Experience, Quality Score, Project Complexity, Contract Value",Standard monitoring,As Predicted,0.9174,0.7917,3379,2025-12-31 04:24:47
PRED00245,VEN01505,PROJ01081,CONT00827,Schedule Forecast,2026-01-07,2026-04-07,3 Months,36,78.36,84.24,0.0801,Very Low,0.8397,0.6822,0.1041,Gradient Boosting,0.7513,"Quality Score, Vendor Rating, Payment History, Market Conditions, Technology Used",Standard monitoring,,,0.8082,3298,2026-01-02 04:24:47
PRED00246,VEN01658,PROJ01162,CONT00063,Delivery Prediction,2026-01-07,2026-04-07,3 Months,24,62.47,89.2,0.5014,Medium,0.8451,0.9204,0.3204,Neural Network,0.7427,"Contract Value, Team Experience, Resource Availability, Quality Score, Vendor Rating",Regular monitoring,Slightly Worse,0.6079,0.7675,1496,2026-01-04 04:24:47
PRED00247,VEN01837,,CONT01091,Vendor Performance,2026-01-07,2026-02-06,1 Month,36,48.96,65.56,0.5104,Medium,0.6861,0.7772,0.0591,LSTM,0.7981,"Market Conditions, Quality Score, Seasonal Factors, Team Experience, Past Performance",Regular monitoring,Slightly Worse,0.6424,0.8003,782,2026-01-02 04:24:47
PRED00248,VEN00273,PROJ00030,CONT01828,Contract Risk,2026-01-07,2026-07-06,6 Months,24,63.84,83.79,0.3616,Low,0.7781,0.6436,0.3116,Logistic Regression,0.9347,"Contract Value, Team Experience, Vendor Rating, Resource Availability, Market Conditions",No action required,Slightly Worse,0.7857,0.7954,2028,2026-01-04 04:24:47
PRED00249,VEN00490,PROJ00893,CONT01261,Quality Prediction,2026-01-07,2026-04-07,3 Months,3,53.93,73.89,0.4983,Medium,0.7343,0.9197,0.1111,Ensemble Model,0.9018,"Team Experience, Vendor Rating, Seasonal Factors, Delivery Record, Past Performance",Review mitigation plan,,,0.7532,687,2026-01-03 04:24:47
PRED00250,VEN00130,PROJ01921,CONT00998,Schedule Forecast,2026-01-07,2026-04-07,3 Months,24,81.03,72.53,0.0703,Very Low,0.8595,0.719,0.4997,Neural Network,0.8743,"Delivery Record, Payment History, Quality Score, Contract Value, Vendor Rating",No action required,As Predicted,0.9489,0.8746,3419,2025-12-31 04:24:47
PRED00251,VEN01384,,,Vendor Performance,2026-01-07,2026-02-06,1 Month,36,91.89,87.61,0.0811,Very Low,0.8162,0.8828,0.2285,XGBoost,0.7452,"Payment History, Team Experience, Project Complexity, Delivery Record, Seasonal Factors",Standard monitoring,Slightly Worse,0.6655,0.7914,3570,2026-01-05 04:24:47
PRED00252,VEN01699,PROJ01369,CONT01651,Vendor Performance,2026-01-07,2027-01-07,12 Months,36,44.66,87.76,0.5534,Medium,0.8738,0.9797,0.1493,LSTM,0.82,"Delivery Record, Contract Value, Project Complexity, Payment History, Past Performance",Review mitigation plan,,,0.8922,4170,2026-01-02 04:24:47
PRED00253,VEN00038,PROJ01796,CONT01984,Budget Forecast,2026-01-07,2026-07-06,6 Months,3,66.93,86.42,0.1654,Very Low,0.6946,0.7674,0.1654,LSTM,0.7973,"Vendor Rating, Past Performance, Quality Score, Team Experience, Seasonal Factors",Continue as planned,,,0.9678,2907,2025-12-31 04:24:47
PRED00254,VEN00448,PROJ00319,CONT01620,Vendor Performance,2026-01-07,2026-04-07,3 Months,3,57.36,73.19,0.4264,Medium,0.7083,0.9688,0.2586,Neural Network,0.7797,"Vendor Rating, Market Conditions, Past Performance, Delivery Record, Payment History",Regular monitoring,,,0.9777,1776,2026-01-06 04:24:47
PRED00255,VEN01178,PROJ01895,,Compliance Risk,2026-01-07,2027-01-07,12 Months,6,50.63,86.74,0.4423,Medium,0.7745,0.8878,0.1688,Neural Network,0.8595,"Team Experience, Project Complexity, Vendor Rating, Seasonal Factors, Quality Score",Preventive action,,,0.8261,3034,2026-01-02 04:24:47
PRED00256,VEN01448,PROJ01902,CONT00784,Budget Forecast,2026-01-07,2026-07-06,6 Months,36,85.15,81.54,0.0742,Very Low,0.7035,0.931,0.0742,XGBoost,0.8721,"Project Complexity, Seasonal Factors, Technology Used, Payment History, Team Experience",Continue as planned,,,0.9069,700,2026-01-02 04:24:47
PRED00257,VEN01561,PROJ00901,CONT00383,Vendor Performance,2026-01-07,2026-07-06,6 Months,24,49.91,91.07,0.5009,Medium,0.7784,0.8493,0.2315,Random Forest Classifier,0.8701,"Contract Value, Market Conditions, Seasonal Factors, Team Experience, Quality Score",Stakeholder communication,,,0.8854,4331,2026-01-03 04:24:47
PRED00258,VEN00828,PROJ01301,CONT00037,Compliance Risk,2026-01-07,2026-07-06,6 Months,12,86.5,71.46,0.2597,Low,0.8239,0.8293,0.0813,Gradient Boosting,0.9207,"Resource Availability, Contract Value, Market Conditions, Seasonal Factors, Technology Used",Standard monitoring,,,0.9392,487,2026-01-07 04:24:47
PRED00259,VEN01361,,CONT01815,Budget Forecast,2026-01-07,2026-02-06,1 Month,12,91.97,90.2,0.0401,Very Low,0.8734,0.9217,0.0401,Neural Network,0.7658,"Past Performance, Team Experience, Quality Score, Payment History, Market Conditions",Standard monitoring,As Predicted,0.9298,0.7595,2490,2026-01-03 04:24:47
PRED00260,VEN01689,PROJ00551,,Compliance Risk,2026-01-07,2026-04-07,3 Months,3,74.11,69.78,0.3707,Low,0.7872,0.8383,0.1247,Gradient Boosting,0.7327,"Project Complexity, Quality Score, Resource Availability, Vendor Rating, Contract Value",No action required,,,0.9353,2119,2026-01-05 04:24:47
PRED00261,VEN01830,PROJ01308,CONT00804,Payment Prediction,2026-01-07,2027-01-07,12 Months,12,70.3,89.8,0.3444,Low,0.7719,0.747,0.2439,Logistic Regression,0.8007,"Technology Used, Past Performance, Market Conditions, Project Complexity, Contract Value",No action required,As Predicted,0.8515,0.7512,3214,2026-01-06 04:24:47
PRED00262,VEN01302,PROJ00454,,Delivery Prediction,2026-01-07,2026-04-07,3 Months,36,89.27,69.31,0.5774,Medium,0.6886,0.8761,0.2218,Logistic Regression,0.8765,"Payment History, Project Complexity, Past Performance, Market Conditions, Quality Score",Regular monitoring,As Predicted,0.9223,0.9026,839,2026-01-01 04:24:47
PRED00263,VEN01006,,,Quality Prediction,2026-01-07,2027-01-07,12 Months,12,91.39,78.43,0.1191,Very Low,0.6145,0.7602,0.2391,LSTM,0.7721,"Resource Availability, Market Conditions, Team Experience, Vendor Rating, Contract Value",Standard monitoring,,,0.7771,541,2025-12-31 04:24:47
PRED00264,VEN00330,PROJ00053,CONT00527,Compliance Risk,2026-01-07,2026-02-06,1 Month,3,77.52,78.03,0.4674,Medium,0.8302,0.726,0.316,LSTM,0.8143,"Delivery Record, Market Conditions, Technology Used, Resource Availability, Seasonal Factors",Review mitigation plan,,,0.9539,1892,2026-01-01 04:24:47
PRED00265,VEN01288,PROJ01492,CONT01207,Quality Prediction,2026-01-07,2027-01-07,12 Months,36,91.04,86.34,0.1104,Very Low,0.7749,0.823,0.309,Ensemble Model,0.8577,"Technology Used, Resource Availability, Market Conditions, Payment History, Quality Score",Standard monitoring,,,0.9273,4457,2026-01-07 04:24:47
PRED00266,VEN00592,PROJ00439,,Schedule Forecast,2026-01-07,2026-02-06,1 Month,12,53.66,79.8,0.1716,Very Low,0.6568,0.657,0.2852,Random Forest Classifier,0.7205,"Vendor Rating, Quality Score, Resource Availability, Delivery Record, Market Conditions",Standard monitoring,,,0.7965,3606,2026-01-03 04:24:47
PRED00267,VEN01618,PROJ01943,CONT01084,Budget Forecast,2026-01-07,2026-07-06,6 Months,3,87.29,89.51,0.0636,Very Low,0.6423,0.9466,0.0,Gradient Boosting,0.7316,"Delivery Record, Market Conditions, Vendor Rating, Contract Value, Resource Availability",Continue as planned,As Predicted,0.9391,0.9491,4507,2026-01-07 04:24:47
PRED00268,VEN01604,PROJ01881,,Vendor Performance,2026-01-07,2027-01-07,12 Months,3,45.9,88.15,0.541,Medium,0.7757,0.7499,0.2957,Gradient Boosting,0.7332,"Delivery Record, Team Experience, Resource Availability, Seasonal Factors, Vendor Rating",Regular monitoring,,,0.8524,3365,2026-01-06 04:24:47
PRED00269,VEN00002,PROJ01844,,Compliance Risk,2026-01-07,2027-01-07,12 Months,24,90.92,88.08,0.1643,Very Low,0.7001,0.911,0.2591,Ensemble Model,0.8638,"Contract Value, Technology Used, Past Performance, Resource Availability, Seasonal Factors",Standard monitoring,,,0.871,3598,2026-01-03 04:24:47
PRED00270,VEN00859,PROJ01703,CONT00596,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,86.74,86.48,0.3139,Low,0.7708,0.7036,0.2526,Gradient Boosting,0.7954,"Delivery Record, Resource Availability, Team Experience, Quality Score, Seasonal Factors",No action required,,,0.9233,4740,2026-01-02 04:24:47
PRED00271,VEN00182,PROJ01845,CONT00460,Budget Forecast,2026-01-07,2026-04-07,3 Months,24,68.23,75.51,0.1589,Very Low,0.6795,0.8811,0.1589,XGBoost,0.7976,"Team Experience, Past Performance, Resource Availability, Contract Value, Delivery Record",No action required,As Predicted,0.9307,0.9676,1872,2026-01-05 04:24:47
PRED00272,VEN00458,,CONT01866,Compliance Risk,2026-01-07,2026-04-07,3 Months,12,80.14,77.21,0.451,Medium,0.7084,0.9201,0.3052,LSTM,0.7958,"Team Experience, Technology Used, Project Complexity, Seasonal Factors, Payment History",Regular monitoring,,,0.9625,4798,2026-01-07 04:24:47
PRED00273,VEN00890,,CONT01043,Contract Risk,2026-01-07,2026-07-06,6 Months,24,58.19,83.23,0.4181,Medium,0.8166,0.6579,0.5852,XGBoost,0.8377,"Delivery Record, Contract Value, Market Conditions, Project Complexity, Payment History",Preventive action,,,0.8805,3387,2026-01-04 04:24:47
PRED00274,VEN00659,PROJ00126,CONT01911,Compliance Risk,2026-01-07,2027-01-07,12 Months,36,76.42,84.66,0.5606,Medium,0.6853,0.6906,0.4138,Neural Network,0.7407,"Quality Score, Resource Availability, Technology Used, Vendor Rating, Contract Value",Review mitigation plan,As Predicted,0.8527,0.8436,4144,2026-01-03 04:24:47
PRED00275,VEN00268,PROJ00412,,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,68.16,80.87,0.1179,Very Low,0.7642,0.9065,0.1689,Ensemble Model,0.7938,"Quality Score, Team Experience, Vendor Rating, Market Conditions, Past Performance",No action required,,,0.8109,1314,2026-01-01 04:24:47
PRED00276,VEN00287,PROJ01856,,Contract Risk,2026-01-07,2026-04-07,3 Months,12,48.3,72.61,0.517,Medium,0.8074,0.8524,0.5558,Logistic Regression,0.9362,"Project Complexity, Payment History, Past Performance, Team Experience, Contract Value",Review mitigation plan,Slightly Worse,0.6631,0.9616,3880,2026-01-01 04:24:47
PRED00277,VEN00699,PROJ01741,CONT00622,Payment Prediction,2026-01-07,2027-01-07,12 Months,36,83.53,88.68,0.1574,Very Low,0.7778,0.6686,0.2172,Logistic Regression,0.7429,"Delivery Record, Team Experience, Vendor Rating, Market Conditions, Payment History",Standard monitoring,,,0.8545,2729,2026-01-07 04:24:47
PRED00278,VEN01282,,CONT00901,Quality Prediction,2026-01-07,2026-07-06,6 Months,36,90.11,78.66,0.3098,Low,0.7604,0.7949,0.1226,XGBoost,0.8666,"Contract Value, Vendor Rating, Resource Availability, Quality Score, Past Performance",Standard monitoring,,,0.804,2918,2026-01-03 04:24:47
PRED00279,VEN01108,,CONT01601,Budget Forecast,2026-01-07,2026-07-06,6 Months,12,88.88,89.04,0.0556,Very Low,0.841,0.8353,0.0,Random Forest Classifier,0.8051,"Past Performance, Team Experience, Project Complexity, Delivery Record, Seasonal Factors",Standard monitoring,,,0.8475,2940,2026-01-03 04:24:47
PRED00280,VEN00835,,,Contract Risk,2026-01-07,2026-02-06,1 Month,3,37.67,75.86,0.6233,High,0.8104,0.8593,0.3841,LSTM,0.8697,"Contract Value, Team Experience, Vendor Rating, Market Conditions, Project Complexity",Review contract terms,,,0.8148,117,2026-01-06 04:24:47
PRED00281,VEN00276,PROJ00151,,Compliance Risk,2026-01-07,2027-01-07,12 Months,3,88.41,76.47,0.351,Low,0.7014,0.8817,0.3026,Ensemble Model,0.8499,"Team Experience, Resource Availability, Payment History, Seasonal Factors, Technology Used",No action required,Better than Expected,0.8518,0.871,1625,2026-01-07 04:24:47
PRED00282,VEN01625,PROJ01799,CONT01219,Budget Forecast,2026-01-07,2026-04-07,3 Months,36,75.54,89.66,0.1223,Very Low,0.6784,0.7242,0.1223,XGBoost,0.888,"Delivery Record, Market Conditions, Payment History, Past Performance, Vendor Rating",No action required,,,0.8569,2112,2026-01-02 04:24:47
PRED00283,VEN00260,PROJ01311,CONT00928,Budget Forecast,2026-01-07,2026-02-06,1 Month,6,96.66,89.94,0.0167,Very Low,0.6961,0.7446,0.0,Logistic Regression,0.7296,"Past Performance, Market Conditions, Technology Used, Delivery Record, Seasonal Factors",No action required,Slightly Worse,0.7921,0.8676,106,2026-01-04 04:24:47
PRED00284,VEN00001,,CONT00935,Budget Forecast,2026-01-07,2027-01-07,12 Months,36,68.47,85.7,0.1577,Very Low,0.8358,0.8639,0.1577,LSTM,0.754,"Project Complexity, Past Performance, Resource Availability, Contract Value, Team Experience",No action required,,,0.9256,4728,2026-01-05 04:24:47
PRED00285,VEN01925,,CONT01209,Compliance Risk,2026-01-07,2027-01-07,12 Months,24,57.03,76.06,0.1345,Very Low,0.8554,0.8451,0.4409,XGBoost,0.7331,"Past Performance, Team Experience, Vendor Rating, Resource Availability, Seasonal Factors",No action required,,,0.9413,4918,2026-01-03 04:24:47
PRED00286,VEN01739,PROJ00317,CONT00838,Schedule Forecast,2026-01-07,2026-07-06,6 Months,36,36.0,74.28,0.237,Low,0.5259,0.8076,0.3814,Logistic Regression,0.7641,"Seasonal Factors, Team Experience, Market Conditions, Resource Availability, Payment History",No action required,,,0.8901,484,2026-01-05 04:24:47
PRED00287,VEN01580,PROJ00471,CONT00737,Delivery Prediction,2026-01-07,2026-07-06,6 Months,24,85.5,71.27,0.3577,Low,0.6663,0.762,0.1598,XGBoost,0.8995,"Contract Value, Quality Score, Technology Used, Past Performance, Delivery Record",Standard monitoring,Slightly Worse,0.7221,0.7978,1275,2026-01-01 04:24:47
