change_order_id,co_number,project_id,contract_id,change_type,change_description,initiator,date_raised,review_start_date,approval_date,rejection_date,implementation_date,closure_date,status,priority,original_contract_value,change_order_value,co_percentage,is_increase,schedule_impact_days,impact_areas,justification,approver,num_revisions,num_documents,rejection_reason,risk_level,contingency_used_pct,notes,processing_days
CO00592,34,PROJ01283,CONT01645,Unforeseen Condition,Unforeseen Condition - Foundation Work,Regulatory Authority,2024-11-24,2024-11-27,2025-01-03,,2025-01-16,2025-03-01,Closed,High,145366776.39,-32362508.29,22.26,False,42,"Cost, Schedule, Risk",Unforeseen circumstances,Client Representative,2,10,,High,0.0,Design team reviewing,40
CO00593,17,PROJ01064,CONT01239,Unforeseen Condition,Unforeseen Condition - Structure,Project Manager,2025-02-02,2025-02-06,2025-02-09,,,,Approved,Low,4642690009.32,58019538.59,1.25,True,22,"Cost, Schedule",Cost optimization,Commercial Manager,0,2,,Medium,59.1,Cost analysis in progress,7
CO00594,35,PROJ01422,CONT00193,Value Engineering,Value Engineering - MEP System,Contractor,2025-11-05,2025-11-10,2025-11-26,,2025-12-10,,Implemented,Medium,3162366544.43,39168169.15,1.24,True,-11,"Cost, Schedule",Regulatory compliance,Commercial Manager,4,6,,Medium,53.72,Approved with conditions,21
CO00595,36,PROJ01914,CONT00522,Safety Requirement,Safety Requirement - Interior,Project Manager,2025-10-19,2025-10-22,2025-12-01,,2025-12-07,,Implemented,Medium,3003931722.39,-34553557.56,1.15,False,-2,"Cost, Schedule",Risk mitigation,Commercial Manager,2,6,,Medium,0.0,Cost analysis in progress,43
CO00596,15,PROJ00345,CONT00006,Quality Upgrade,Quality Upgrade - Building Wing,Consultant,2025-08-13,2025-08-14,2025-08-28,,,,Approved,High,907610097.75,131819043.01,14.52,True,5,"Cost, Schedule, Quality, Risk",Cost optimization,Project Manager,2,10,,High,26.85,Approved with conditions,15
CO00597,25,PROJ00773,CONT01585,Unforeseen Condition,Unforeseen Condition - MEP System,Site Engineer,2024-07-21,2024-07-23,,2024-08-15,,,Rejected,High,1653162429.48,-38270050.79,2.31,False,82,"Cost, Schedule, Resources",Design improvement,Technical Head,3,9,Budget constraints,Medium,0.0,Under technical review,25
CO00598,28,PROJ01143,CONT01843,Site Condition,Site Condition - Foundation Work,Client,2024-12-28,2024-12-30,2025-02-08,,2025-02-17,2025-03-18,Closed,Medium,4291324334.47,65611717.48,1.53,True,49,"Cost, Schedule, Resources",Design improvement,Project Director,1,9,,Medium,46.82,Urgent approval required,42
CO00599,22,PROJ01201,CONT00636,Specification Change,Specification Change - MEP System,Site Engineer,2024-08-10,2024-08-14,2024-09-11,,2024-09-15,2024-11-03,Closed,Low,4615663370.96,41016162.12,0.89,True,-13,"Cost, Schedule",Technical necessity,Technical Head,0,9,,Medium,44.32,,32
CO00600,42,PROJ01536,CONT01792,Safety Requirement,Safety Requirement - External Works,Contractor,2025-11-28,2025-11-30,2025-12-13,,,,Approved,Medium,1910715911.1,41938073.81,2.19,True,30,"Cost, Schedule, Resources",Cost optimization,Project Director,0,9,,Low,32.0,Schedule impact being assessed,15
CO00601,42,PROJ01747,CONT00398,Scope Addition,Scope Addition - MEP System,Design Team,2025-07-17,2025-07-21,2025-08-19,,2025-09-17,,Implemented,High,4538051269.45,90092885.98,1.99,True,51,"Cost, Schedule, Scope",Site conditions,Technical Head,1,6,,Low,22.08,Urgent approval required,33
CO00602,13,PROJ00565,CONT01247,Technical Issue,Technical Issue - Structure,Consultant,2026-01-03,2026-01-07,,,,,Under Review,Medium,1624706161.33,34083908.07,2.1,True,-8,"Cost, Schedule, Resources",Unforeseen circumstances,Project Director,0,3,,Low,0.0,Under technical review,
CO00603,38,PROJ00381,CONT00651,Scope Addition,Scope Addition - External Works,Consultant,2025-12-27,2025-12-29,,,,,Commercial Review,Medium,1165876674.85,59306786.04,5.09,True,15,"Cost, Schedule, Scope, Resources, Risk",Regulatory compliance,CEO,1,6,,Medium,0.0,Approved with conditions,
CO00604,12,PROJ01446,CONT00588,Quantity Increase,Quantity Increase - Foundation Work,Design Team,2024-11-09,2024-11-12,2024-12-02,,,,Approved,Medium,1207205862.5,32295567.2,2.68,True,41,"Cost, Schedule",Technical necessity,Project Manager,4,7,,Medium,64.07,,23
CO00605,44,PROJ01699,CONT01293,Schedule Change,Schedule Change - Building Wing,Regulatory Authority,2025-07-31,2025-08-03,2025-08-20,,2025-09-02,,Implemented,Low,2735949041.6,-18400580.44,0.67,False,29,"Cost, Schedule",Site conditions,Client Representative,2,5,,Medium,0.0,Schedule impact being assessed,20
CO00606,8,PROJ00065,CONT01889,Technical Issue,Technical Issue - Interior,Consultant,2024-09-07,2024-09-12,2024-09-16,,2024-09-29,2024-11-17,Closed,Medium,785094880.98,38023114.19,4.84,True,8,"Cost, Schedule, Resources",Quality enhancement,Project Director,1,8,,Medium,33.43,Under technical review,9
CO00607,23,PROJ00384,CONT01871,Quantity Decrease,Quantity Decrease - Foundation Work,Vendor,2025-06-30,2025-07-05,2025-08-03,,2025-08-29,,Implemented,Low,3785021367.72,-23072418.14,0.61,False,24,"Cost, Schedule, Resources",Schedule optimization,Project Manager,5,7,,Medium,0.0,,34
CO00608,20,PROJ01390,CONT00822,Scope Reduction,Scope Reduction - Foundation Work,Contractor,2024-11-01,2024-11-02,2024-11-18,,2024-12-07,,Implemented,Medium,2186881721.71,-14929327.11,0.68,False,6,"Cost, Schedule, Scope, Resources",Technical necessity,CEO,4,5,,Low,0.0,Client approval pending,17
CO00609,4,PROJ01359,CONT00683,Design Change,Design Change - MEP System,Consultant,2025-01-17,2025-01-19,2025-02-04,,2025-02-16,2025-03-12,Closed,Medium,2347696245.76,-25198687.84,1.07,False,5,"Cost, Schedule",Design improvement,Client Representative,3,3,,Low,0.0,Client approval pending,18
CO00610,50,PROJ01403,CONT01138,Site Condition,Site Condition - Building Wing,Vendor,2025-07-27,2025-07-31,2025-08-27,,2025-09-25,2025-10-29,Closed,High,1789088129.92,20620104.17,1.15,True,55,"Cost, Schedule",Site conditions,Project Manager,1,8,,Medium,72.86,Approved with conditions,31
CO00611,35,PROJ01223,CONT00807,Design Change,Design Change - MEP System,Vendor,2025-12-10,2025-12-13,,,,,Technical Review,Medium,1186300815.19,41278350.18,3.48,True,35,"Cost, Schedule, Resources",Risk mitigation,Technical Head,4,8,,Low,0.0,Cost analysis in progress,
CO00612,13,PROJ00283,CONT01024,Scope Reduction,Scope Reduction - Foundation Work,Site Engineer,2024-10-18,2024-10-21,2024-11-13,,2024-11-28,,Implemented,Low,554966726.63,-20435193.65,3.68,False,-19,"Cost, Schedule, Scope",Client requirement,Commercial Manager,1,4,,Medium,0.0,Under technical review,26
CO00613,6,PROJ00953,CONT01652,Site Condition,Site Condition - Interior,Contractor,2024-11-18,2024-11-23,2024-12-19,,,,Approved,Medium,4037396258.52,-48166326.63,1.19,False,45,"Cost, Schedule",Client requirement,CEO,3,8,,Low,0.0,Schedule impact being assessed,31
CO00614,48,PROJ00871,CONT00530,Specification Change,Specification Change - Facade,Vendor,2024-08-10,2024-08-13,,2024-08-18,,,Rejected,Medium,1926844045.72,21032092.77,1.09,True,6,"Cost, Schedule",Cost optimization,Commercial Manager,5,3,Schedule impact unacceptable,Low,0.0,Design team reviewing,8
CO00615,46,PROJ01942,CONT01914,Quantity Increase,Quantity Increase - Foundation Work,Vendor,2024-10-18,2024-10-22,,2024-11-03,,,Rejected,Critical,337863631.38,45848523.53,13.57,True,-8,"Cost, Schedule, Risk",Unforeseen circumstances,Project Manager,3,7,Budget constraints,Critical,0.0,Urgent approval required,16
CO00616,12,PROJ01112,CONT00548,Quantity Decrease,Quantity Decrease - MEP System,Regulatory Authority,2025-12-20,2025-12-21,,,,,Commercial Review,Low,2289173729.65,-16288800.71,0.71,False,-13,"Cost, Schedule",Client requirement,Commercial Manager,1,4,,Low,0.0,Under technical review,
CO00617,10,PROJ00259,CONT01489,Unforeseen Condition,Unforeseen Condition - Structure,Site Engineer,2025-01-18,2025-01-23,,2025-02-10,,,Rejected,Medium,4862078599.22,53348794.15,1.1,True,36,"Cost, Schedule",Client requirement,Project Manager,0,4,Scope creep,Low,0.0,Approved with conditions,23
CO00618,6,PROJ01050,CONT01486,Method Change,Method Change - Interior,Site Engineer,2024-10-31,2024-11-01,2024-12-04,,2024-12-10,,Implemented,High,2063623981.25,-22410447.21,1.09,False,32,"Cost, Schedule",Unforeseen circumstances,Project Manager,4,10,,Low,0.0,Urgent approval required,34
CO00619,31,PROJ00767,CONT01175,Quality Upgrade,Quality Upgrade - External Works,Regulatory Authority,2025-03-31,2025-04-01,2025-05-15,,2025-05-30,,Implemented,Medium,3759661984.26,117854801.24,3.13,True,2,"Cost, Schedule, Quality",Technical necessity,Commercial Manager,1,2,,Medium,56.0,Schedule impact being assessed,45
CO00620,39,PROJ00547,CONT00948,Method Change,Method Change - Building Wing,Project Manager,2025-05-21,2025-05-26,2025-06-26,,2025-07-17,2025-08-17,Closed,Low,188557324.37,-1308674.86,0.69,False,-11,"Cost, Schedule",Risk mitigation,Technical Head,0,7,,Medium,0.0,Design team reviewing,36
CO00621,29,PROJ00710,CONT01685,Material Substitution,Material Substitution - Structure,Vendor,2025-06-05,2025-06-06,2025-07-18,,2025-07-23,,Implemented,Low,2707977794.25,-24497988.44,0.9,False,-6,"Cost, Schedule, Resources",Risk mitigation,Project Director,1,10,,Medium,0.0,Schedule impact being assessed,43
CO00622,21,PROJ00598,CONT01538,Value Engineering,Value Engineering - Interior,Vendor,2025-12-07,2025-12-11,2026-01-09,,,,Approved,Medium,863912439.81,37740533.24,4.37,True,24,"Cost, Schedule",Technical necessity,Commercial Manager,1,8,,Low,36.49,Under technical review,33
CO00623,14,PROJ00199,CONT00811,Quality Upgrade,Quality Upgrade - Building Wing,Site Engineer,2025-07-08,2025-07-13,,,,,Cancelled,Medium,4337977114.17,116196822.73,2.68,True,32,"Cost, Schedule, Quality, Resources",Quality enhancement,Commercial Manager,4,6,,Medium,0.0,Design team reviewing,
CO00624,43,PROJ01291,CONT00217,Method Change,Method Change - Facade,Regulatory Authority,2025-05-21,2025-05-25,2025-06-07,,2025-07-07,,Implemented,Medium,4309377278.98,24224982.14,0.56,True,14,"Cost, Schedule",Cost optimization,Technical Head,2,9,,Low,57.83,Under technical review,17
CO00625,42,PROJ00786,CONT01189,Client Request,Client Request - Structure,Regulatory Authority,2025-06-27,2025-07-02,2025-07-09,,2025-07-31,2025-09-10,Closed,Low,3218442687.71,42831395.07,1.33,True,-7,"Cost, Schedule",Client requirement,Client Representative,1,9,,Low,76.63,Urgent approval required,12
CO00626,42,PROJ01522,CONT01232,Regulatory Requirement,Regulatory Requirement - Facade,Project Manager,2025-07-25,2025-07-27,2025-08-21,,,,Approved,Medium,2343067597.66,58459016.17,2.49,True,0,Cost,Technical necessity,Project Director,1,9,,Medium,27.15,,27
CO00627,12,PROJ00496,CONT01632,Value Engineering,Value Engineering - Facade,Contractor,2025-02-01,2025-02-02,2025-02-08,,2025-03-06,,Implemented,Medium,4373218748.78,86331793.84,1.97,True,0,"Cost, Resources",Cost optimization,Commercial Manager,3,3,,Medium,77.03,Under technical review,7
CO00628,39,PROJ01466,CONT01591,Safety Requirement,Safety Requirement - Interior,Client,2024-10-14,2024-10-15,,2024-10-30,,,Rejected,Low,2455957062.96,58904762.63,2.4,True,3,"Cost, Schedule",Risk mitigation,Commercial Manager,3,3,Cost too high,Low,0.0,Schedule impact being assessed,16
CO00629,38,PROJ01553,CONT01691,Specification Change,Specification Change - Interior,Consultant,2024-12-27,2024-12-31,2025-01-16,,,,Approved,Medium,2123175966.12,975193.61,0.05,True,43,"Cost, Schedule",Site conditions,CEO,0,9,,Medium,62.68,Schedule impact being assessed,20
CO00630,45,PROJ00702,CONT00605,Value Engineering,Value Engineering - MEP System,Vendor,2025-04-17,2025-04-22,2025-05-12,,,,Approved,High,2884332830.08,39164219.46,1.36,True,33,"Cost, Schedule, Resources",Regulatory compliance,Technical Head,2,6,,Medium,76.14,Client approval pending,25
CO00631,20,PROJ01163,CONT01299,Unforeseen Condition,Unforeseen Condition - Interior,Vendor,2025-03-11,2025-03-14,2025-04-11,,,,Approved,Medium,856762309.7,70779797.84,8.26,True,21,"Cost, Schedule, Risk",Regulatory compliance,Client Representative,4,6,,Medium,50.9,Schedule impact being assessed,31
CO00632,33,PROJ00746,CONT01477,Technical Issue,Technical Issue - Structure,Vendor,2025-07-16,2025-07-19,,2025-08-06,,,Rejected,Low,4864776232.74,46577727.97,0.96,True,22,"Cost, Schedule, Resources",Cost optimization,Commercial Manager,5,4,Client disapproval,Medium,0.0,Client approval pending,21
CO00633,25,PROJ00992,CONT01838,Scope Addition,Scope Addition - Interior,Contractor,2025-01-21,2025-01-22,2025-02-09,,2025-02-23,,Implemented,Low,1201643362.01,34932242.65,2.91,True,24,"Cost, Schedule, Scope",Schedule optimization,CEO,0,10,,Low,61.9,Design team reviewing,19
CO00634,26,PROJ01361,CONT00068,Specification Change,Specification Change - MEP System,Contractor,2025-04-04,2025-04-05,2025-04-14,,2025-05-01,,Implemented,High,2811093956.32,30213080.92,1.07,True,32,"Cost, Schedule",Regulatory compliance,CEO,1,5,,Low,58.27,,10
CO00635,39,PROJ00364,CONT00083,Quantity Increase,Quantity Increase - Facade,Site Engineer,2025-10-05,2025-10-07,2025-11-14,,,,Approved,Medium,3741241202.73,111333901.55,2.98,True,43,"Cost, Schedule",Client requirement,Client Representative,4,9,,Medium,16.88,Urgent approval required,40
CO00636,41,PROJ00654,CONT01618,Design Change,Design Change - Foundation Work,Vendor,2025-09-09,2025-09-11,2025-10-24,,2025-11-11,,Implemented,Low,2265300547.4,21405370.75,0.94,True,17,"Cost, Schedule",Unforeseen circumstances,Commercial Manager,0,9,,Low,51.23,,45
CO00637,49,PROJ00002,CONT00516,Client Request,Client Request - Facade,Site Engineer,2024-08-20,2024-08-23,2024-09-12,,2024-10-12,,Implemented,Medium,3192528146.99,-704090.1,0.02,False,15,"Cost, Schedule",Quality enhancement,Technical Head,4,6,,Medium,0.0,Under technical review,23
CO00638,12,PROJ01550,CONT01937,Unforeseen Condition,Unforeseen Condition - Building Wing,Design Team,2024-08-03,2024-08-06,2024-08-16,,2024-09-15,2024-10-18,Closed,Low,2405481012.38,-25530369.01,1.06,False,13,"Cost, Schedule, Resources",Risk mitigation,Client Representative,0,5,,Low,0.0,Schedule impact being assessed,13
CO00639,21,PROJ01028,CONT00626,Technical Issue,Technical Issue - Structure,Contractor,2025-03-05,2025-03-07,2025-03-24,,,,Approved,Low,4645002338.19,-18456211.05,0.4,False,28,"Cost, Schedule, Resources",Design improvement,Technical Head,5,4,,Medium,0.0,,19
CO00640,27,PROJ01339,CONT01220,Quantity Increase,Quantity Increase - Foundation Work,Site Engineer,2024-09-10,2024-09-13,2024-10-09,,,,Approved,Low,4678216892.45,125993659.94,2.69,True,8,"Cost, Schedule",Schedule optimization,Technical Head,3,8,,Low,63.36,Approved with conditions,29
CO00641,27,PROJ00114,CONT01984,Site Condition,Site Condition - Interior,Consultant,2024-09-26,2024-09-29,2024-10-21,,,,Approved,Low,3858538136.96,-47078056.46,1.22,False,30,"Cost, Schedule",Client requirement,Commercial Manager,2,10,,Low,0.0,Cost analysis in progress,25
CO00642,29,PROJ01265,CONT01031,Quantity Increase,Quantity Increase - Building Wing,Contractor,2025-05-03,2025-05-07,2025-05-12,,2025-06-08,2025-07-25,Closed,High,886047938.43,109813126.62,12.39,True,45,"Cost, Schedule, Risk",Schedule optimization,Technical Head,4,8,,High,17.1,Design team reviewing,9
CO00643,24,PROJ00566,CONT01102,Value Engineering,Value Engineering - MEP System,Contractor,2024-09-10,2024-09-14,,,,,Cancelled,High,757995195.81,62473931.25,8.24,True,5,"Cost, Schedule, Risk",Design improvement,Technical Head,1,10,,Medium,0.0,,
CO00644,37,PROJ00503,CONT00672,Safety Requirement,Safety Requirement - External Works,Site Engineer,2025-03-14,2025-03-17,2025-04-13,,,,Approved,Medium,3478893632.49,-28929864.87,0.83,False,34,"Cost, Schedule",Regulatory compliance,Commercial Manager,1,9,,Medium,0.0,Design team reviewing,30
CO00645,46,PROJ00408,CONT01388,Quantity Increase,Quantity Increase - MEP System,Client,2025-08-16,2025-08-17,,2025-09-06,,,Rejected,High,684033140.89,64562947.8,9.44,True,10,"Cost, Schedule, Risk",Risk mitigation,Technical Head,3,2,Scope creep,High,0.0,,21
CO00646,22,PROJ00579,CONT01178,Design Change,Design Change - Interior,Contractor,2025-10-04,2025-10-09,2025-10-16,,,,Approved,High,4873714930.83,67088231.57,1.38,True,73,"Cost, Schedule",Unforeseen circumstances,Client Representative,0,8,,Medium,42.6,Client approval pending,12
CO00647,5,PROJ01333,CONT00677,Schedule Change,Schedule Change - Interior,Design Team,2024-09-29,2024-09-30,,2024-10-16,,,Rejected,Medium,2685798441.82,53887925.01,2.01,True,37,"Cost, Schedule",Client requirement,Commercial Manager,0,2,Schedule impact unacceptable,Medium,0.0,Approved with conditions,17
CO00648,15,PROJ00309,CONT00531,Method Change,Method Change - Facade,Vendor,2025-06-15,2025-06-20,,2025-06-24,,,Rejected,Medium,3872646358.05,36165762.24,0.93,True,7,"Cost, Schedule",Design improvement,Client Representative,0,2,Scope creep,Low,0.0,Client approval pending,9
CO00649,5,PROJ01107,CONT00714,Method Change,Method Change - External Works,Design Team,2025-05-16,2025-05-19,2025-06-06,,2025-06-15,,Implemented,Low,3325018512.63,-19744785.91,0.59,False,-5,"Cost, Schedule",Client requirement,Commercial Manager,0,8,,Low,0.0,,21
CO00650,48,PROJ01777,CONT01524,Quality Upgrade,Quality Upgrade - Structure,Client,2024-10-06,2024-10-07,2024-10-18,,2024-10-26,,Implemented,High,2248879585.83,33802471.27,1.5,True,34,"Cost, Schedule, Quality, Resources",Design improvement,Project Director,3,7,,Medium,39.06,Cost analysis in progress,12
CO00651,33,PROJ00186,CONT01638,Site Condition,Site Condition - Structure,Site Engineer,2024-08-04,2024-08-08,2024-09-05,,2024-10-05,,Implemented,Medium,648762557.88,18543062.38,2.86,True,5,"Cost, Schedule",Quality enhancement,Project Manager,0,8,,Medium,26.06,Under technical review,32
CO00652,25,PROJ01333,CONT01319,Unforeseen Condition,Unforeseen Condition - Building Wing,Site Engineer,2025-02-09,2025-02-11,2025-03-21,,2025-03-28,2025-04-10,Closed,High,322310510.95,77112221.25,23.92,True,27,"Cost, Schedule, Risk",Client requirement,Client Representative,5,6,,Critical,53.23,Client approval pending,40
CO00653,12,PROJ00859,CONT00354,Technical Issue,Technical Issue - Foundation Work,Consultant,2024-12-29,2024-12-31,2025-01-24,,,,Approved,Low,4407479316.98,-33591263.61,0.76,False,-5,"Cost, Schedule, Resources",Quality enhancement,Project Manager,4,7,,Low,0.0,Urgent approval required,26
CO00654,31,PROJ00680,CONT00059,Scope Reduction,Scope Reduction - Interior,Consultant,2024-11-15,2024-11-17,2024-12-02,,2024-12-08,2024-12-13,Closed,Medium,327847305.26,-20097765.0,6.13,False,8,"Cost, Schedule, Scope, Risk",Regulatory compliance,Project Director,0,9,,High,0.0,Approved with conditions,17
CO00655,35,PROJ01754,CONT01840,Value Engineering,Value Engineering - Foundation Work,Client,2025-02-22,2025-02-27,2025-03-24,,,,Approved,Medium,2433593001.22,84932348.77,3.49,True,1,"Cost, Schedule",Schedule optimization,Technical Head,1,4,,Low,46.03,Client approval pending,30
CO00656,6,PROJ00462,CONT01351,Specification Change,Specification Change - Interior,Regulatory Authority,2025-03-23,2025-03-26,2025-04-20,,2025-05-15,,Implemented,Low,4445897825.16,-34215768.52,0.77,False,-1,"Cost, Schedule",Unforeseen circumstances,Technical Head,2,4,,Medium,0.0,Approved with conditions,28
CO00657,10,PROJ00768,CONT01355,Scope Reduction,Scope Reduction - Interior,Regulatory Authority,2025-11-18,2025-11-19,2025-12-10,,,,Approved,Medium,3991554795.72,-49017469.71,1.23,False,-30,"Cost, Schedule, Scope",Cost optimization,Technical Head,3,9,,Medium,0.0,Cost analysis in progress,22
CO00658,37,PROJ01288,CONT01781,Regulatory Requirement,Regulatory Requirement - Structure,Project Manager,2024-09-29,2024-10-04,2024-10-27,,2024-11-09,2024-11-25,Closed,Low,3144431546.98,31881914.03,1.01,True,-8,"Cost, Schedule, Resources",Quality enhancement,Commercial Manager,4,9,,Low,56.76,Design team reviewing,28
CO00659,17,PROJ01564,CONT01064,Design Change,Design Change - External Works,Design Team,2024-10-27,2024-10-31,2024-11-10,,,,Approved,Medium,3247234197.89,94713032.48,2.92,True,21,"Cost, Schedule, Resources",Risk mitigation,Client Representative,2,6,,Medium,40.53,Under technical review,14
CO00660,33,PROJ01979,CONT01776,Schedule Change,Schedule Change - Structure,Project Manager,2025-08-14,2025-08-17,2025-09-23,,,,Approved,Medium,4216062799.36,-16721436.26,0.4,False,-14,"Cost, Schedule, Resources",Unforeseen circumstances,Technical Head,0,10,,Medium,0.0,Cost analysis in progress,40
CO00661,34,PROJ01421,CONT01940,Schedule Change,Schedule Change - MEP System,Consultant,2025-09-26,2025-09-28,2025-11-06,,2025-11-28,2025-12-30,Closed,High,3433944813.99,45236100.97,1.32,True,39,"Cost, Schedule",Technical necessity,Commercial Manager,2,8,,Medium,72.56,,41
CO00662,47,PROJ00660,CONT00279,Quantity Decrease,Quantity Decrease - Building Wing,Contractor,2025-04-24,2025-04-29,,2025-05-18,,,Rejected,Medium,3570871187.92,-34069768.18,0.95,False,-2,"Cost, Schedule, Resources",Client requirement,Client Representative,1,9,Client disapproval,Low,0.0,Cost analysis in progress,24
CO00663,11,PROJ00802,CONT01611,Client Request,Client Request - Structure,Project Manager,2025-04-27,2025-05-01,2025-05-11,,2025-06-06,,Implemented,High,4188212230.18,-39420254.28,0.94,False,45,"Cost, Schedule",Regulatory compliance,CEO,2,7,,Low,0.0,Under technical review,14
CO00664,34,PROJ01067,CONT00638,Specification Change,Specification Change - External Works,Vendor,2025-05-14,2025-05-19,2025-06-19,,2025-06-26,,Implemented,Medium,3336065028.22,-5176667.7,0.16,False,-8,"Cost, Schedule, Resources",Quality enhancement,Project Director,3,6,,Low,0.0,,36
CO00665,11,PROJ00873,CONT01199,Unforeseen Condition,Unforeseen Condition - External Works,Site Engineer,2025-05-21,2025-05-24,,,,,Cancelled,Critical,2661912611.91,-36714056.51,1.38,False,82,"Cost, Schedule, Resources",Schedule optimization,Commercial Manager,3,2,,Low,0.0,Schedule impact being assessed,
CO00666,47,PROJ01726,CONT01483,Quantity Increase,Quantity Increase - MEP System,Design Team,2024-11-03,2024-11-04,2024-12-11,,,,Approved,Medium,3368194574.85,41431114.77,1.23,True,7,"Cost, Schedule",Unforeseen circumstances,Technical Head,3,6,,Low,79.81,,38
CO00667,37,PROJ01149,CONT01243,Regulatory Requirement,Regulatory Requirement - Facade,Regulatory Authority,2025-11-24,2025-11-25,,,,,Under Review,High,3048145313.03,38551455.18,1.26,True,35,"Cost, Schedule, Resources",Site conditions,Client Representative,2,8,,Medium,0.0,Urgent approval required,
CO00668,29,PROJ00712,CONT01326,Value Engineering,Value Engineering - Facade,Client,2024-11-24,2024-11-25,2024-12-14,,2025-01-04,,Implemented,High,4084487289.53,44217752.38,1.08,True,34,"Cost, Schedule",Client requirement,Project Manager,0,6,,Medium,66.13,,20
CO00669,17,PROJ01740,CONT01825,Site Condition,Site Condition - External Works,Design Team,2025-01-11,2025-01-14,2025-02-16,,2025-03-13,2025-04-27,Closed,High,4870539858.43,-12694837.59,0.26,False,62,"Cost, Schedule",Design improvement,Technical Head,5,7,,Medium,0.0,Design team reviewing,36
CO00670,12,PROJ01600,CONT01671,Unforeseen Condition,Unforeseen Condition - External Works,Contractor,2025-01-30,2025-02-02,2025-02-12,,2025-03-10,,Implemented,High,1823843033.02,30735215.25,1.69,True,34,"Cost, Schedule",Cost optimization,Commercial Manager,5,4,,Medium,24.15,,13
CO00671,29,PROJ00719,CONT00691,Site Condition,Site Condition - External Works,Consultant,2025-07-18,2025-07-23,2025-08-29,,2025-09-10,,Implemented,Critical,1681522909.39,-33277909.62,1.98,False,79,"Cost, Schedule",Cost optimization,Project Director,1,3,,Low,0.0,Approved with conditions,42
CO00672,10,PROJ01746,CONT00540,Method Change,Method Change - Facade,Design Team,2024-11-26,2024-11-29,,,,,Cancelled,High,751858192.04,7786024.11,1.04,True,39,"Cost, Schedule, Resources",Quality enhancement,Commercial Manager,0,5,,Low,0.0,Schedule impact being assessed,
CO00673,15,PROJ00054,CONT01013,Quality Downgrade,Quality Downgrade - Foundation Work,Project Manager,2024-10-13,2024-10-14,2024-11-19,,2024-12-18,,Implemented,Low,3274685752.96,-12366468.6,0.38,False,-15,"Cost, Schedule, Quality",Cost optimization,Technical Head,1,8,,Low,0.0,Approved with conditions,37
CO00674,25,PROJ01285,CONT01179,Quantity Increase,Quantity Increase - Interior,Design Team,2025-04-12,2025-04-15,,2025-05-04,,,Rejected,Medium,2213442040.34,57854606.7,2.61,True,44,"Cost, Schedule, Resources",Site conditions,Client Representative,2,5,Client disapproval,Low,0.0,Under technical review,22
CO00675,33,PROJ01879,CONT01607,Unforeseen Condition,Unforeseen Condition - Facade,Design Team,2025-09-21,2025-09-26,2025-10-12,,2025-10-29,2025-11-20,Closed,High,4055542483.54,40613737.96,1.0,True,49,"Cost, Schedule",Schedule optimization,Commercial Manager,4,8,,Low,76.72,Client approval pending,21
CO00676,29,PROJ00046,CONT01147,Safety Requirement,Safety Requirement - Interior,Client,2025-01-16,2025-01-17,2025-02-09,,2025-03-02,2025-03-23,Closed,Medium,2435469592.0,55946352.13,2.3,True,-11,"Cost, Schedule",Unforeseen circumstances,CEO,1,8,,Low,56.33,Schedule impact being assessed,24
CO00677,44,PROJ01103,CONT01428,Quantity Decrease,Quantity Decrease - MEP System,Project Manager,2024-08-04,2024-08-09,,,,,Cancelled,Low,4736712154.71,-8923187.29,0.19,False,19,"Cost, Schedule, Resources",Client requirement,Project Director,5,7,,Low,0.0,Under technical review,
CO00678,34,PROJ01258,CONT00131,Client Request,Client Request - Interior,Consultant,2025-06-21,2025-06-23,,,,,Cancelled,High,1319117709.26,40228820.34,3.05,True,33,"Cost, Schedule, Resources",Schedule optimization,Project Manager,0,3,,Medium,0.0,Approved with conditions,
CO00679,25,PROJ01649,CONT00835,Unforeseen Condition,Unforeseen Condition - Foundation Work,Design Team,2025-07-03,2025-07-07,,2025-07-10,,,Rejected,High,569730169.51,3273542.8,0.57,True,60,"Cost, Schedule",Technical necessity,Client Representative,2,3,Not justified,Medium,0.0,Under technical review,7
CO00680,2,PROJ01073,CONT00528,Scope Reduction,Scope Reduction - Facade,Client,2024-12-20,2024-12-23,2025-01-20,,,,Approved,Low,567902581.59,-2082987.18,0.37,False,3,"Cost, Schedule, Scope, Resources",Client requirement,Technical Head,4,7,,Low,0.0,Client approval pending,31
CO00681,40,PROJ00387,CONT01304,Unforeseen Condition,Unforeseen Condition - Foundation Work,Project Manager,2025-01-18,2025-01-23,2025-02-05,,2025-02-22,2025-04-13,Closed,High,575132328.82,52477162.61,9.12,True,24,"Cost, Schedule, Risk",Risk mitigation,Commercial Manager,0,2,,Medium,66.5,Schedule impact being assessed,18
CO00682,7,PROJ01915,CONT00597,Site Condition,Site Condition - Interior,Consultant,2024-07-25,2024-07-30,2024-08-22,,2024-09-08,2024-10-25,Closed,Low,920188015.04,-35041764.57,3.81,False,29,"Cost, Schedule, Resources",Schedule optimization,CEO,4,3,,Medium,0.0,Cost analysis in progress,28
CO00683,16,PROJ00749,CONT00290,Unforeseen Condition,Unforeseen Condition - Foundation Work,Regulatory Authority,2025-11-25,2025-11-30,,,,,On Hold,Critical,1855774891.28,87491575.24,4.71,True,66,"Cost, Schedule",Risk mitigation,CEO,2,10,,Medium,0.0,Cost analysis in progress,
