negotiation_id,bid_id,tender_id,vendor_id,vendor_name,negotiation_type,item_category,negotiation_start_date,negotiation_end_date,duration_days,negotiation_status,outcome,initial_bid_amount,target_amount,current_offer_amount,final_agreed_amount,savings_amount,savings_pct,num_rounds,num_meetings,negotiation_points,resolved_points,pending_points,strategy,lead_negotiator_buyer,lead_negotiator_vendor,num_stakeholders_buyer,num_stakeholders_vendor,buyer_concessions,vendor_concessions,communication_mode,priority,complexity,buyer_satisfaction,vendor_satisfaction,bottlenecks,bafo_requested,bafo_received,bafo_amount,is_escalated,risk_level,time_pressure,market_impact,has_competing_bids,num_competing_bids,value_at_risk_pct,next_review_date,last_updated,notes,resolution_rate_pct,price_reduction_pct
NEG00628,BID00211,TENDER00195,VEN01333,Vendor 1333,Performance Guarantee,Equipment Supply,2025-02-06,,335,Initiated,Ongoing,2799509960.56,2567551643.49,2753214601.61,,,,4,9,9,6,3,Competitive,Director - Procurement,Business Development Manager,6,1,None,Extended Warranty,In-Person Meeting,Medium,Low,,,None,False,False,,False,Low,Medium,Volatile,True,7,64.8,,2026-01-03,Technical clarifications needed,66.67,1.65
NEG00629,BID01726,TENDER00270,VEN00669,Vendor 669,Price Negotiation,Civil Works,2025-05-17,,235,Escalated,Ongoing,465149296.29,418278883.01,455923698.14,,,,4,10,4,2,2,Win-Win,Contracts Manager,Sales Head,5,1,None,Additional Features,In-Person Meeting,High,High,,,None,True,True,443294051.99,False,Low,Low,Neutral,True,5,32.27,,2026-01-01,Awaiting management approval,50.0,1.98
NEG00630,BID00399,TENDER00345,VEN01846,Vendor 1846,Performance Guarantee,Electrical Work,2025-08-22,,138,Counter Offer Made,Ongoing,257424929.44,223880694.68,254729387.21,,,,3,5,3,1,2,Assertive,General Manager,Director - Sales,3,3,None,Additional Features,Video Conference,High,Low,,,None,True,True,246664953.85,False,Medium,Medium,Unfavorable,False,0,46.2,2026-01-11,2026-01-04,Vendor firm on pricing,33.33,1.05
NEG00631,BID01250,TENDER00193,VEN01330,Vendor 1330,Quality Standards,Civil Works,2025-10-31,,68,Counter Offer Made,Ongoing,1852923452.54,1705867299.01,1804726557.39,,,,1,8,14,11,3,Compromising,Contracts Manager,Business Development Manager,4,3,None,Additional Features,Mixed (Multiple Modes),Medium,High,,,Authority/Approval Delays,False,False,,False,Low,Low,Unfavorable,False,0,69.92,2026-01-21,2026-01-02,Price gap narrowing,78.57,2.6
NEG00632,BID00567,TENDER00481,VEN01459,Vendor 1459,Scope of Work,Construction Services,2025-10-21,2025-12-19,59,Finalized,Successful,1998312920.0,1706413314.69,1940668009.16,1935181880.12,63131039.88,3.16,6,3,7,4,3,Assertive,Director - Procurement,Director - Sales,3,1,None,Faster Delivery,Phone Call,Low,High,88.14,71.61,None,False,False,,False,Low,Low,Volatile,False,0,11.94,,2026-01-01,BAFO requested,57.14,2.88
NEG00633,BID00363,TENDER00097,VEN01828,Vendor 1828,Warranty Terms,Construction Services,2025-02-28,,313,On Hold,Ongoing,1973480108.84,1695479688.18,1879906252.61,,,,2,8,10,9,1,Compromising,Director - Procurement,Senior Sales Manager,6,2,None,Additional Features,Phone Call,High,Medium,,,None,True,True,1805071466.9,False,Low,High,Neutral,True,4,38.01,2026-01-10,2026-01-04,Escalation required,90.0,4.74
NEG00634,BID01999,TENDER00392,VEN01228,Vendor 1228,Technical Specification,Equipment Supply,2025-11-03,,65,Initiated,Partially Successful,2311029203.57,2188699272.54,2133466888.54,,,,4,1,14,13,1,Collaborative,Director - Procurement,Senior Sales Manager,4,1,Reduced Penalty,Additional Features,Video Conference,High,High,50.42,57.91,None,False,False,,False,Low,Critical,Neutral,True,6,18.39,,2026-01-02,Delivery schedule revised,92.86,7.68
NEG00635,BID01706,TENDER00344,VEN00786,Vendor 786,Performance Guarantee,Equipment Supply,2025-01-30,,342,On Hold,Ongoing,4729197428.66,4428688939.24,4380941797.17,,,,2,2,3,2,1,Collaborative,Contracts Manager,Business Development Manager,6,3,None,None,Mixed (Multiple Modes),Medium,Medium,,,None,True,False,,False,Low,Low,Favorable,False,0,56.36,2026-01-14,2026-01-07,Price gap narrowing,66.67,7.36
NEG00636,BID00919,TENDER00316,VEN00837,Vendor 837,Scope of Work,MEP Installation,2025-04-12,,270,Counter Offer Made,Ongoing,2437760446.77,2234644898.65,2420040049.1,,,,1,4,10,4,6,Compromising,Commercial Manager,Regional Manager,5,3,Reduced Penalty,None,In-Person Meeting,Medium,High,,,None,False,False,,False,High,Medium,Neutral,True,5,69.62,2026-01-15,2026-01-07,Payment terms agreed,40.0,0.73
NEG00637,BID00463,TENDER00215,VEN00177,Vendor 177,Commercial Terms,Equipment Supply,2025-12-14,,24,Escalated,Ongoing,1159757391.57,1063088604.62,1154045300.13,,,,2,5,6,3,3,Assertive,Senior Manager,Business Development Manager,5,3,None,Free Training,Email,Medium,Medium,,,Payment Terms Dispute,False,False,,False,Low,Critical,Volatile,True,8,39.02,,2026-01-07,Good progress made,50.0,0.49
NEG00638,BID01417,TENDER00429,VEN00964,Vendor 964,Scope of Work,HVAC Systems,2025-11-28,2025-12-18,20,Cancelled,Cancelled,3998264729.28,3555136724.25,3799910796.07,,,,1,7,5,4,1,Win-Win,Commercial Manager,Senior Sales Manager,3,3,None,None,Email,Critical,High,,,None,False,False,,False,High,Low,Unfavorable,False,0,90.89,,2026-01-06,Good progress made,80.0,4.96
NEG00639,BID00658,TENDER00459,VEN01711,Vendor 1711,Quality Standards,Electrical Work,2025-08-21,,139,In Progress,Ongoing,732397569.05,650430961.65,715893935.21,,,,4,6,10,3,7,Competitive,General Manager,Director - Sales,4,1,None,Price Reduction,Email,Medium,High,,,Technical Requirements,True,True,682431188.61,False,Medium,Medium,Volatile,False,0,60.76,2026-01-16,2026-01-04,Vendor firm on pricing,30.0,2.25
NEG00640,BID01053,TENDER00191,VEN01875,Vendor 1875,Penalty Clauses,Construction Services,2025-01-21,2025-02-07,17,Failed,Failed,1907335368.56,1692122701.97,1851319318.05,,,,2,10,14,7,7,Compromising,Commercial Manager,Account Manager,3,2,Flexible Delivery,None,Phone Call,Medium,Medium,41.62,23.96,None,True,False,,False,High,High,Favorable,True,8,95.37,,2025-12-31,Delivery schedule revised,50.0,2.94
NEG00641,BID00088,TENDER00259,VEN01475,Vendor 1475,Commercial Terms,Consultancy,2025-12-16,,22,Escalated,Ongoing,616751821.04,583383927.21,600423029.23,,,,3,2,4,1,3,Best and Final Offer,Commercial Manager,Sales Head,4,3,Advance Payment,Better Quality,In-Person Meeting,Medium,Medium,,,None,False,False,,False,Medium,Medium,Favorable,True,6,56.25,,2026-01-03,Vendor firm on pricing,25.0,2.65
NEG00642,BID00932,TENDER00409,VEN01401,Vendor 1401,Contract Duration,Equipment Supply,2025-10-23,2025-11-08,16,Failed,Cancelled,581402573.07,539199124.79,554803198.54,,,,3,4,10,8,2,Win-Win,Contracts Manager,Regional Manager,2,4,Extended Payment Terms,Additional Features,Video Conference,Medium,Medium,,,None,True,False,,False,High,Medium,Unfavorable,False,0,97.53,,2026-01-01,BAFO requested,80.0,4.58
NEG00643,BID00836,TENDER00068,VEN01788,Vendor 1788,Scope of Work,Equipment Supply,2025-09-01,,128,Awaiting Response,Ongoing,1970225871.83,1722185442.56,1911283177.83,,,,1,9,4,3,1,Collaborative,General Manager,Director - Sales,5,1,None,None,Phone Call,High,Very High,,,None,True,False,,True,Low,Low,Volatile,False,0,39.55,2026-01-14,2026-01-02,Vendor firm on pricing,75.0,2.99
NEG00644,BID00091,TENDER00067,VEN01497,Vendor 1497,Penalty Clauses,MEP Installation,2025-02-09,,332,In Progress,Ongoing,3349793213.83,3093205120.45,3304070411.92,,,,1,3,3,2,1,Best and Final Offer,Commercial Manager,Account Manager,4,2,Extended Payment Terms,Extended Warranty,In-Person Meeting,Critical,Medium,,,None,True,False,,False,Medium,Critical,Unfavorable,True,8,34.48,2026-01-20,2026-01-05,,66.67,1.36
NEG00645,BID01985,TENDER00201,VEN00086,Vendor 86,Price Negotiation,Construction Services,2025-12-15,2025-12-28,13,Failed,Cancelled,439486300.6,375013305.19,437043559.61,,,,3,10,12,11,1,Best and Final Offer,Contracts Manager,Senior Sales Manager,4,3,None,None,Mixed (Multiple Modes),Low,Medium,,,None,True,True,426215747.83,False,High,Low,Volatile,False,0,92.59,,2026-01-04,Escalation required,91.67,0.56
NEG00646,BID00581,TENDER00454,VEN01719,Vendor 1719,Performance Guarantee,HVAC Systems,2025-06-17,2025-08-05,49,Agreement Reached,Successful,4911579082.37,4588937323.11,4881255283.06,4562682525.4,348896556.97,7.1,5,7,14,8,6,Accommodating,Procurement Head,Regional Manager,3,3,None,Better Quality,In-Person Meeting,Medium,Low,83.43,68.89,Technical Requirements,False,False,,False,Medium,Low,Neutral,True,4,23.99,,2026-01-02,Good progress made,57.14,0.62
NEG00647,BID01033,TENDER00187,VEN00056,Vendor 56,Technical Specification,HVAC Systems,2025-09-27,,102,In Progress,Ongoing,3564028643.22,3361644725.46,3534714760.74,,,,4,3,9,3,6,Accommodating,Procurement Head,Regional Manager,4,3,None,Free Training,Video Conference,Critical,High,,,None,False,False,,False,High,Low,Volatile,False,0,59.28,2026-01-15,2026-01-04,Payment terms agreed,33.33,0.82
NEG00648,BID00199,TENDER00349,VEN01663,Vendor 1663,Warranty Terms,Consultancy,2025-03-14,,299,In Progress,Ongoing,101693525.56,89259641.97,101490878.32,,,,4,9,14,8,6,Accommodating,General Manager,Regional Manager,3,2,None,None,In-Person Meeting,Medium,Medium,,,None,False,False,,False,Low,High,Volatile,True,8,37.43,2026-01-14,2025-12-31,Price gap narrowing,57.14,0.2
NEG00649,BID01736,TENDER00243,VEN01642,Vendor 1642,Resource Allocation,MEP Installation,2025-04-04,,278,On Hold,Ongoing,1694116444.14,1464472407.09,1538293184.14,,,,1,8,10,4,6,Assertive,Contracts Manager,Director - Sales,3,2,None,Additional Features,Mixed (Multiple Modes),High,Medium,,,None,True,True,1514823579.11,False,High,Medium,Neutral,False,0,67.39,2026-01-10,2026-01-01,BAFO requested,40.0,9.2
NEG00650,BID01265,TENDER00441,VEN01216,Vendor 1216,Contract Duration,Equipment Supply,2025-08-27,,133,On Hold,Ongoing,1244020555.0,1122927872.71,1241522016.07,,,,3,2,5,2,3,Win-Win,Commercial Manager,Sales Head,5,2,None,Free Training,In-Person Meeting,High,Low,,,None,False,False,,False,Medium,High,Volatile,True,6,53.64,2026-01-10,2026-01-07,Awaiting management approval,40.0,0.2
NEG00651,BID01638,TENDER00345,VEN00990,Vendor 990,Warranty Terms,HVAC Systems,2025-11-24,,44,Initiated,Partially Successful,1977150569.05,1825161269.8,1971023329.37,,,,3,1,12,8,4,Accommodating,Director - Procurement,Senior Sales Manager,5,3,None,Price Reduction,In-Person Meeting,Low,Low,66.84,49.61,Scope Ambiguity,True,True,1911322068.31,False,Medium,Critical,Neutral,True,2,12.43,,2026-01-07,Escalation required,66.67,0.31
NEG00652,BID01956,TENDER00204,VEN00823,Vendor 823,Performance Guarantee,Consultancy,2025-12-23,,15,Awaiting Response,Ongoing,929237447.03,841615016.92,911438077.24,,,,4,2,12,6,6,Best and Final Offer,Procurement Head,Regional Manager,2,4,Reduced Penalty,None,Email,Medium,Medium,,,Technical Requirements,False,False,,False,Low,Critical,Volatile,False,0,50.25,2026-01-12,2025-12-31,Delivery schedule revised,50.0,1.92
NEG00653,BID00861,TENDER00071,VEN00761,Vendor 761,Commercial Terms,Civil Works,2025-05-31,,221,Awaiting Response,Ongoing,1694731625.08,1607657432.66,1679814012.37,,,,3,10,9,7,2,Win-Win,Senior Manager,Regional Manager,5,2,None,None,Email,Critical,Medium,,,Scope Ambiguity,False,False,,False,Medium,Low,Unfavorable,False,0,31.38,2026-01-19,2026-01-02,Positive discussions,77.78,0.88
NEG00654,BID01667,TENDER00161,VEN00030,Vendor 30,Performance Guarantee,Material Supply,2025-10-25,,74,On Hold,Ongoing,832368752.33,726235281.34,812803381.55,,,,3,2,4,1,3,Accommodating,Procurement Head,Business Development Manager,4,3,None,Faster Delivery,In-Person Meeting,Medium,Medium,,,None,True,True,794915310.35,False,High,Critical,Neutral,True,3,62.66,2026-01-10,2026-01-03,Escalation required,25.0,2.35
NEG00655,BID01924,TENDER00255,VEN00615,Vendor 615,Delivery Schedule,Equipment Supply,2025-07-16,2025-07-27,11,Cancelled,Failed,2289612525.84,2069558975.89,2254697892.91,,,,2,7,11,8,3,Accommodating,Director - Procurement,Senior Sales Manager,6,1,None,Free Training,In-Person Meeting,High,Low,49.62,26.0,Quality Standards,False,False,,False,High,High,Volatile,False,0,87.83,,2026-01-02,,72.73,1.52
NEG00656,BID01056,TENDER00220,VEN01407,Vendor 1407,Quality Standards,Electrical Work,2025-03-22,,291,Initiated,Partially Successful,786292146.94,716562141.87,741729928.54,,,,2,7,3,2,1,Collaborative,Senior Manager,Sales Head,5,2,None,Better Quality,In-Person Meeting,Critical,Very High,58.07,67.52,Scope Ambiguity,False,False,,False,Medium,Critical,Volatile,False,0,9.83,,2025-12-31,Payment terms agreed,66.67,5.67
NEG00657,BID00722,TENDER00052,VEN01979,Vendor 1979,Delivery Schedule,Electrical Work,2025-05-11,2025-06-16,36,Agreement Reached,Successful,459405723.3,436172617.15,452842307.14,437014826.31,22390896.99,4.87,8,5,7,5,2,Best and Final Offer,Director - Procurement,Business Development Manager,4,1,None,None,Email,High,Medium,95.85,67.8,Quality Standards,False,False,,False,Medium,Low,Neutral,True,3,15.88,,2026-01-01,Escalation required,71.43,1.43
NEG00658,BID00035,TENDER00263,VEN01589,Vendor 1589,Payment Terms,HVAC Systems,2025-05-11,2025-06-09,29,Finalized,Successful,4402683386.12,3861069782.77,4397179787.42,4101712215.89,300971170.23,6.84,6,1,6,3,3,Best and Final Offer,Contracts Manager,Business Development Manager,6,2,None,None,Email,Critical,Medium,92.4,66.38,None,True,False,,False,Low,Critical,Volatile,False,0,4.05,,2026-01-02,Technical clarifications needed,50.0,0.13
NEG00659,BID00314,TENDER00285,VEN00551,Vendor 551,Technical Specification,Material Supply,2025-07-05,,186,Initiated,Partially Successful,419778567.4,387442948.77,411187041.45,,,,2,8,10,5,5,Compromising,Senior Manager,Senior Sales Manager,3,3,None,Faster Delivery,Email,Medium,Very High,64.61,60.7,None,True,False,,True,Low,High,Unfavorable,True,7,26.16,,2026-01-04,Vendor firm on pricing,50.0,2.05
NEG00660,BID01986,TENDER00047,VEN00725,Vendor 725,Penalty Clauses,Equipment Supply,2025-07-20,,171,Counter Offer Made,Ongoing,2842630332.42,2526949361.56,2664941792.63,,,,2,8,12,9,3,Competitive,Commercial Manager,Sales Head,4,3,Flexible Delivery,None,Phone Call,Low,Low,,,None,True,False,,False,Medium,Medium,Neutral,True,6,50.88,2026-01-19,2026-01-02,Awaiting management approval,75.0,6.25
NEG00661,BID01612,TENDER00329,VEN01065,Vendor 1065,Scope of Work,Electrical Work,2025-11-13,2025-12-16,33,Finalized,Successful,592023963.1,552999312.0,578166750.04,545767756.39,46256206.71,7.81,7,5,14,10,4,Win-Win,Director - Procurement,Director - Sales,6,2,None,None,Phone Call,Critical,Very High,75.77,60.07,None,True,True,545767756.39,False,Low,Low,Volatile,True,4,23.37,,2026-01-02,Delivery schedule revised,71.43,2.34
NEG00662,BID01683,TENDER00175,VEN01154,Vendor 1154,Performance Guarantee,Construction Services,2025-02-22,,319,Awaiting Response,Ongoing,1187766862.43,1029084112.78,1157155834.83,,,,2,3,6,4,2,Accommodating,General Manager,Business Development Manager,3,2,None,Faster Delivery,In-Person Meeting,High,Low,,,None,False,False,,False,Medium,Critical,Favorable,False,0,62.4,2026-01-13,2026-01-02,BAFO requested,66.67,2.58
NEG00663,BID01441,TENDER00133,VEN00145,Vendor 145,Contract Duration,Consultancy,2025-06-05,2025-07-03,28,Cancelled,Failed,521579597.5,479129562.17,507143222.37,,,,4,9,4,2,2,Collaborative,Senior Manager,Account Manager,6,3,None,None,In-Person Meeting,High,Medium,25.03,44.8,None,False,False,,False,High,Critical,Neutral,True,8,83.11,,2025-12-31,Vendor firm on pricing,50.0,2.77
NEG00664,BID00817,TENDER00041,VEN00310,Vendor 310,Payment Terms,Construction Services,2025-01-23,,349,Initiated,Partially Successful,395793535.74,371471378.03,391850245.82,,,,1,9,5,4,1,Assertive,Director - Procurement,Sales Head,3,1,Additional Services,Better Quality,In-Person Meeting,Medium,Medium,50.18,55.04,Authority/Approval Delays,True,True,372995592.55,False,Low,Medium,Volatile,True,6,16.65,,2026-01-04,Delivery schedule revised,80.0,1.0
NEG00665,BID00459,TENDER00141,VEN01855,Vendor 1855,Resource Allocation,Construction Services,2025-02-02,2025-03-04,30,Agreement Reached,Successful,746818701.13,642105746.46,686631710.18,689055503.22,57763197.91,7.73,5,6,9,8,1,Accommodating,Director - Procurement,Account Manager,5,1,Advance Payment,Extended Warranty,Email,Medium,Medium,77.08,63.05,None,True,True,689055503.22,False,Medium,High,Unfavorable,True,7,25.32,,2025-12-31,Payment terms agreed,88.89,8.06
NEG00666,BID01385,TENDER00464,VEN00068,Vendor 68,Warranty Terms,Equipment Supply,2025-02-11,,330,Awaiting Response,Ongoing,921263675.11,831123446.49,917869023.9,,,,3,5,3,1,2,Win-Win,Contracts Manager,Regional Manager,2,3,Additional Services,None,In-Person Meeting,Medium,Low,,,None,True,True,906348262.43,False,High,Low,Neutral,False,0,51.43,2026-01-18,2026-01-06,BAFO requested,33.33,0.37
NEG00667,BID00665,TENDER00322,VEN01537,Vendor 1537,Scope of Work,MEP Installation,2025-12-18,2025-12-30,12,Cancelled,Failed,3122506952.84,2829643720.35,2964610562.32,,,,2,10,7,3,4,Win-Win,Contracts Manager,Senior Sales Manager,4,1,None,None,Phone Call,Low,High,44.58,32.7,Delivery Timeline,True,True,2867609264.31,True,High,High,Volatile,True,8,89.97,,2026-01-04,,42.86,5.06
NEG00668,BID01779,TENDER00061,VEN00728,Vendor 728,Commercial Terms,Consultancy,2025-07-03,,188,On Hold,Partially Successful,480355718.52,412289481.56,476080083.92,,,,2,2,11,9,2,Competitive,Director - Procurement,Director - Sales,4,3,None,None,Mixed (Multiple Modes),Low,High,66.06,69.9,None,True,False,,False,Medium,High,Favorable,False,0,18.8,2026-01-09,2026-01-04,Technical clarifications needed,81.82,0.89
NEG00669,BID01195,TENDER00222,VEN01633,Vendor 1633,Scope of Work,Civil Works,2025-05-13,,239,Counter Offer Made,Ongoing,1838687634.27,1691612645.19,1779343481.38,,,,4,8,8,6,2,Collaborative,General Manager,Sales Head,4,1,None,Additional Features,In-Person Meeting,High,Very High,,,None,True,True,1754258997.7,True,Low,Critical,Favorable,False,0,65.65,2026-01-16,2026-01-04,Good progress made,75.0,3.23
NEG00670,BID01614,TENDER00391,VEN00615,Vendor 615,Performance Guarantee,Consultancy,2025-06-23,,198,Awaiting Response,Ongoing,714097953.92,674210325.74,710183949.43,,,,4,7,3,2,1,Best and Final Offer,Senior Manager,Regional Manager,4,2,None,Extended Warranty,Mixed (Multiple Modes),Low,Low,,,Payment Terms Dispute,False,False,,False,Low,Critical,Neutral,True,6,65.63,2026-01-19,2026-01-01,Delivery schedule revised,66.67,0.55
NEG00671,BID00927,TENDER00236,VEN00253,Vendor 253,Commercial Terms,Construction Services,2025-06-08,2025-06-29,21,Finalized,Successful,944953291.0,807694431.42,944879071.27,921250306.0,23702985.0,2.51,4,10,15,13,2,Best and Final Offer,Procurement Head,Business Development Manager,6,1,None,Extended Warranty,Email,Critical,Medium,91.76,89.16,None,False,False,,False,Medium,High,Favorable,True,5,25.93,,2026-01-06,Positive discussions,86.67,0.01
NEG00672,BID00671,TENDER00077,VEN01302,Vendor 1302,Performance Guarantee,Electrical Work,2025-06-14,2025-07-19,35,Agreement Reached,Successful,164282746.32,151242545.63,160395596.82,151757834.13,12524912.19,7.62,4,7,5,4,1,Compromising,Senior Manager,Regional Manager,3,4,None,None,Mixed (Multiple Modes),Medium,Medium,76.55,77.03,Delivery Timeline,False,False,,False,Medium,High,Neutral,True,5,20.56,,2026-01-03,Delivery schedule revised,80.0,2.37
NEG00673,BID01663,TENDER00048,VEN00612,Vendor 612,Commercial Terms,Civil Works,2025-12-24,2026-02-19,57,Agreement Reached,Successful,589397404.11,509338670.72,568855882.38,542333319.13,47064084.99,7.99,3,9,4,3,1,Best and Final Offer,Contracts Manager,Regional Manager,5,4,Reduced Penalty,Additional Features,Email,Critical,Medium,87.18,69.02,Technical Requirements,True,False,,False,Medium,High,Volatile,True,4,20.6,,2026-01-04,Technical clarifications needed,75.0,3.49
NEG00674,BID00305,TENDER00184,VEN00191,Vendor 191,Technical Specification,Electrical Work,2025-01-15,2025-03-10,54,Agreement Reached,Successful,792584292.66,716655633.85,782827075.04,739337985.08,53246307.57,6.72,3,7,12,6,6,Competitive,Contracts Manager,Sales Head,2,2,None,None,Phone Call,Critical,Very High,85.06,61.79,Quality Standards,False,False,,True,Low,High,Neutral,True,4,2.76,,2026-01-03,Good progress made,50.0,1.23
NEG00675,BID00469,TENDER00222,VEN00986,Vendor 986,Penalty Clauses,Construction Services,2025-10-11,,88,In Progress,Ongoing,1336353202.07,1143211601.59,1328272213.2,,,,4,6,13,7,6,Competitive,Procurement Head,Account Manager,5,1,None,None,Video Conference,High,Low,,,None,False,False,,False,Low,Medium,Favorable,False,0,67.68,2026-01-21,2026-01-04,Awaiting management approval,53.85,0.6
NEG00676,BID00026,TENDER00207,VEN00069,Vendor 69,Price Negotiation,Equipment Supply,2025-09-29,2025-11-21,53,Agreement Reached,Successful,744034255.54,635484297.91,729196143.3,725133714.69,18900540.84,2.54,2,7,7,5,2,Compromising,Commercial Manager,Business Development Manager,5,1,None,Price Reduction,Phone Call,Critical,Medium,77.68,82.16,None,True,True,725133714.69,False,Medium,Critical,Neutral,True,8,22.21,,2026-01-05,Awaiting management approval,71.43,1.99
NEG00677,BID00278,TENDER00437,VEN00280,Vendor 280,Performance Guarantee,Civil Works,2025-12-21,,17,On Hold,Ongoing,1984184841.63,1838921243.96,1806479930.52,,,,3,4,3,1,2,Accommodating,Commercial Manager,Senior Sales Manager,4,3,Additional Services,Price Reduction,In-Person Meeting,High,Low,,,None,True,False,,False,High,Low,Neutral,True,3,59.32,2026-01-10,2026-01-02,Technical clarifications needed,33.33,8.96
NEG00678,BID01705,TENDER00441,VEN00844,Vendor 844,Contract Duration,Electrical Work,2025-07-20,,171,Counter Offer Made,Ongoing,169928398.03,156261409.12,166351750.37,,,,4,1,7,4,3,Accommodating,Procurement Head,Business Development Manager,6,3,None,None,Video Conference,High,Medium,,,None,False,False,,False,Low,High,Unfavorable,True,6,48.88,2026-01-18,2026-01-02,Price gap narrowing,57.14,2.1
NEG00679,BID00829,TENDER00428,VEN01586,Vendor 1586,Technical Specification,HVAC Systems,2025-01-19,2025-02-15,27,Agreement Reached,Successful,1299036402.16,1184247266.67,1207680504.46,1238973158.79,60063243.38,4.62,2,7,8,6,2,Accommodating,Senior Manager,Business Development Manager,4,1,Additional Services,None,Phone Call,High,Very High,76.58,72.13,None,False,False,,True,Medium,Critical,Unfavorable,False,0,13.03,,2026-01-04,Payment terms agreed,75.0,7.03
NEG00680,BID00693,TENDER00107,VEN01150,Vendor 1150,Commercial Terms,Construction Services,2025-11-02,,66,Awaiting Response,Ongoing,1571400777.55,1354438082.51,1566131546.35,,,,2,6,15,14,1,Compromising,Commercial Manager,Senior Sales Manager,5,1,None,Free Training,In-Person Meeting,High,High,,,Scope Ambiguity,False,False,,False,Low,High,Unfavorable,True,7,41.46,2026-01-11,2026-01-02,Escalation required,93.33,0.34
NEG00681,BID01025,TENDER00384,VEN00879,Vendor 879,Payment Terms,Civil Works,2025-06-09,2025-07-03,24,Failed,Failed,1612626054.75,1468570752.84,1578569090.58,,,,5,2,4,2,2,Best and Final Offer,Director - Procurement,Senior Sales Manager,2,4,None,None,Mixed (Multiple Modes),Medium,Low,40.84,22.65,None,False,False,,True,High,Critical,Neutral,False,0,81.18,,2026-01-07,Awaiting management approval,50.0,2.11
NEG00682,BID01932,TENDER00049,VEN00561,Vendor 561,Penalty Clauses,Construction Services,2025-05-05,2025-05-28,23,Finalized,Successful,1926066538.67,1655678392.3,1920070930.48,1856564291.74,69502246.93,3.61,6,3,7,4,3,Competitive,Commercial Manager,Sales Head,4,3,None,Better Quality,Phone Call,Medium,Low,81.66,81.08,None,False,False,,False,Low,Medium,Favorable,False,0,4.16,,2026-01-03,Positive discussions,57.14,0.31
NEG00683,BID00024,TENDER00111,VEN00810,Vendor 810,Commercial Terms,Electrical Work,2025-04-23,2025-06-17,55,Finalized,Successful,854156532.75,804621957.97,833183284.59,821827521.68,32329011.07,3.78,5,4,4,2,2,Compromising,Director - Procurement,Director - Sales,3,3,None,Better Quality,Mixed (Multiple Modes),High,Medium,70.99,88.68,None,False,False,,False,Low,Low,Volatile,True,6,18.05,,2026-01-07,Positive discussions,50.0,2.46
NEG00684,BID01560,TENDER00387,VEN00167,Vendor 167,Payment Terms,Material Supply,2025-09-10,2025-10-02,22,Failed,Failed,308566602.87,284748444.05,305473687.54,,,,3,2,3,2,1,Best and Final Offer,Procurement Head,Regional Manager,5,4,None,Price Reduction,In-Person Meeting,Medium,Low,22.22,27.53,None,True,False,,True,High,High,Favorable,True,2,96.97,,2026-01-05,,66.67,1.0
NEG00685,BID01831,TENDER00467,VEN00080,Vendor 80,Delivery Schedule,Construction Services,2025-06-07,,214,In Progress,Ongoing,1866493302.69,1697725288.02,1812345233.39,,,,1,5,4,3,1,Collaborative,Contracts Manager,Business Development Manager,6,3,Reduced Penalty,Additional Features,Email,Medium,Low,,,None,True,True,1752571702.85,False,Medium,Low,Volatile,True,3,66.83,2026-01-19,2026-01-07,Delivery schedule revised,75.0,2.9
NEG00686,BID00164,TENDER00166,VEN01613,Vendor 1613,Quality Standards,MEP Installation,2025-01-12,,360,In Progress,Ongoing,4476918517.72,3899075620.05,4460385937.54,,,,3,9,7,6,1,Best and Final Offer,Procurement Head,Business Development Manager,2,3,Extended Payment Terms,None,Mixed (Multiple Modes),Critical,High,,,Payment Terms Dispute,False,False,,False,Low,Critical,Favorable,True,5,49.06,2026-01-13,2026-01-02,Escalation required,85.71,0.37
NEG00687,BID01006,TENDER00195,VEN00604,Vendor 604,Scope of Work,Material Supply,2025-03-03,2025-03-11,8,Failed,Cancelled,118160215.59,105704855.82,106698761.88,,,,5,2,15,10,5,Win-Win,Senior Manager,Sales Head,4,3,None,None,Video Conference,Medium,High,,,Price Gap Too Large,False,False,,False,High,Medium,Unfavorable,True,5,91.94,,2026-01-05,Delivery schedule revised,66.67,9.7
NEG00688,BID00796,TENDER00035,VEN00833,Vendor 833,Penalty Clauses,Electrical Work,2025-07-14,,177,Counter Offer Made,Ongoing,370278401.74,314798095.35,366456995.87,,,,1,9,8,3,5,Competitive,Commercial Manager,Senior Sales Manager,6,3,Extended Payment Terms,Better Quality,Mixed (Multiple Modes),Medium,Medium,,,None,False,False,,False,Medium,Low,Favorable,False,0,34.24,2026-01-16,2026-01-02,,37.5,1.03
NEG00689,BID00887,TENDER00232,VEN00713,Vendor 713,Contract Duration,Construction Services,2025-09-22,,107,On Hold,Partially Successful,858116572.02,748423793.51,836122474.97,,,,1,7,9,3,6,Accommodating,Commercial Manager,Director - Sales,2,4,Flexible Delivery,None,Email,Critical,Low,52.08,66.48,None,False,False,,False,Medium,Low,Volatile,False,0,25.83,2026-01-09,2026-01-07,Technical clarifications needed,33.33,2.56
